Date,Sheet_Source,Metric,Value
01-03-2028,Detailed Metrics,Annual Plan ARPU (Monthly),23.91245775
01-04-2028,Detailed Metrics,Annual Plan ARPU (Monthly),23.87397166
01-05-2028,Detailed Metrics,Annual Plan ARPU (Monthly),23.83763326
01-06-2028,Detailed Metrics,Annual Plan ARPU (Monthly),23.8034222
01-07-2028,Detailed Metrics,Annual Plan ARPU (Monthly),23.77232889
01-08-2028,Detailed Metrics,Annual Plan ARPU (Monthly),23.74341421
01-09-2028,Detailed Metrics,Annual Plan ARPU (Monthly),23.71671466
01-10-2028,Detailed Metrics,Annual Plan ARPU (Monthly),23.69151539
01-11-2028,Detailed Metrics,Annual Plan ARPU (Monthly),23.66747977
01-12-2028,Detailed Metrics,Annual Plan ARPU (Monthly),23.64507636
01-01-2024,Detailed Metrics,Blended ARPU (Monthly),29.05172414
01-02-2024,Detailed Metrics,Blended ARPU (Monthly),29.01384083
01-03-2024,Detailed Metrics,Blended ARPU (Monthly),28.98275862
01-04-2024,Detailed Metrics,Blended ARPU (Monthly),28.95368782
01-05-2024,Detailed Metrics,Blended ARPU (Monthly),28.92663043
01-06-2024,Detailed Metrics,Blended ARPU (Monthly),28.90223464
01-07-2024,Detailed Metrics,Blended ARPU (Monthly),28.88182674
01-08-2024,Detailed Metrics,Blended ARPU (Monthly),28.86308562
01-09-2024,Detailed Metrics,Blended ARPU (Monthly),28.84736842
01-10-2024,Detailed Metrics,Blended ARPU (Monthly),28.83312808
01-11-2024,Detailed Metrics,Blended ARPU (Monthly),28.8208061
01-12-2024,Detailed Metrics,Blended ARPU (Monthly),28.80998546
01-01-2025,Detailed Metrics,Blended ARPU (Monthly),28.81280035
01-02-2025,Detailed Metrics,Blended ARPU (Monthly),28.81615324
01-03-2025,Detailed Metrics,Blended ARPU (Monthly),28.81979241
01-04-2025,Detailed Metrics,Blended ARPU (Monthly),28.82391163
01-05-2025,Detailed Metrics,Blended ARPU (Monthly),28.82865583
01-06-2025,Detailed Metrics,Blended ARPU (Monthly),28.83440947
01-07-2025,Detailed Metrics,Blended ARPU (Monthly),28.8410596
01-08-2025,Detailed Metrics,Blended ARPU (Monthly),28.84847807
01-09-2025,Detailed Metrics,Blended ARPU (Monthly),28.85629599
01-10-2025,Detailed Metrics,Blended ARPU (Monthly),28.86486739
01-11-2025,Detailed Metrics,Blended ARPU (Monthly),28.87423156
01-12-2025,Detailed Metrics,Blended ARPU (Monthly),28.88398438
01-01-2026,Detailed Metrics,Blended ARPU (Monthly),28.75268125
01-02-2026,Detailed Metrics,Blended ARPU (Monthly),28.63853607
01-03-2026,Detailed Metrics,Blended ARPU (Monthly),28.53681938
01-04-2026,Detailed Metrics,Blended ARPU (Monthly),28.44731927
01-05-2026,Detailed Metrics,Blended ARPU (Monthly),28.36916029
01-06-2026,Detailed Metrics,Blended ARPU (Monthly),28.30195644
01-07-2026,Detailed Metrics,Blended ARPU (Monthly),28.24513536
01-08-2026,Detailed Metrics,Blended ARPU (Monthly),28.19602824
01-09-2026,Detailed Metrics,Blended ARPU (Monthly),28.1544782
01-10-2026,Detailed Metrics,Blended ARPU (Monthly),28.11835323
01-11-2026,Detailed Metrics,Blended ARPU (Monthly),28.08969603
01-12-2026,Detailed Metrics,Blended ARPU (Monthly),28.06665386
01-01-2027,Detailed Metrics,Blended ARPU (Monthly),28.0478228
01-02-2027,Detailed Metrics,Blended ARPU (Monthly),28.03479084
01-03-2027,Detailed Metrics,Blended ARPU (Monthly),28.02617092
01-04-2027,Detailed Metrics,Blended ARPU (Monthly),28.02085761
01-05-2027,Detailed Metrics,Blended ARPU (Monthly),28.01918213
01-06-2027,Detailed Metrics,Blended ARPU (Monthly),28.02120084
01-07-2027,Detailed Metrics,Blended ARPU (Monthly),28.02616601
01-08-2027,Detailed Metrics,Blended ARPU (Monthly),28.03422325
01-09-2027,Detailed Metrics,Blended ARPU (Monthly),28.04469907
01-10-2027,Detailed Metrics,Blended ARPU (Monthly),28.0570947
01-11-2027,Detailed Metrics,Blended ARPU (Monthly),28.07111111
01-12-2027,Detailed Metrics,Blended ARPU (Monthly),28.0870143
01-01-2028,Detailed Metrics,Blended ARPU (Monthly),28.10499787
01-02-2028,Detailed Metrics,Blended ARPU (Monthly),28.12428716
01-03-2028,Detailed Metrics,Blended ARPU (Monthly),28.1446616
01-04-2028,Detailed Metrics,Blended ARPU (Monthly),28.16638167
01-05-2028,Detailed Metrics,Blended ARPU (Monthly),28.18894751
01-06-2028,Detailed Metrics,Blended ARPU (Monthly),28.21231359
01-07-2028,Detailed Metrics,Blended ARPU (Monthly),28.23670901
01-08-2028,Detailed Metrics,Blended ARPU (Monthly),28.26179173
01-09-2028,Detailed Metrics,Blended ARPU (Monthly),28.2875302
01-10-2028,Detailed Metrics,Blended ARPU (Monthly),28.31368639
01-11-2028,Detailed Metrics,Blended ARPU (Monthly),28.34009077
01-12-2028,Detailed Metrics,Blended ARPU (Monthly),28.36682771
01-01-2024,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-02-2024,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-03-2024,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-04-2024,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-05-2024,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-06-2024,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-07-2024,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-08-2024,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-09-2024,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-10-2024,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-11-2024,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-12-2024,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-01-2025,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-02-2025,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-03-2025,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-04-2025,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-05-2025,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-06-2025,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-07-2025,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-08-2025,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-09-2025,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-10-2025,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-11-2025,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-12-2025,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-01-2026,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-02-2026,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-03-2026,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-04-2026,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-05-2026,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-06-2026,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-07-2026,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-08-2026,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-09-2026,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-10-2026,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-11-2026,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-12-2026,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-01-2027,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-02-2027,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-03-2027,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-04-2027,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-05-2027,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-06-2027,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-07-2027,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-08-2027,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-09-2027,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-10-2027,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-11-2027,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-12-2027,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-01-2028,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-02-2028,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-03-2028,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-04-2028,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-05-2028,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-06-2028,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-07-2028,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-08-2028,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-09-2028,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-10-2028,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-11-2028,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-12-2028,Detailed Metrics,Monthly Plan Subscriber Lifetime (Months),6.666666667
01-01-2024,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-02-2024,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-03-2024,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-04-2024,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-05-2024,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-06-2024,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-07-2024,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-08-2024,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-09-2024,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-10-2024,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-11-2024,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-12-2024,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-01-2025,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-02-2025,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-03-2025,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-04-2025,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-05-2025,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-06-2025,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-07-2025,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-08-2025,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-09-2025,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-10-2025,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-11-2025,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-12-2025,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-01-2026,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-02-2026,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-03-2026,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-04-2026,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-05-2026,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-06-2026,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-07-2026,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-08-2026,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-09-2026,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-10-2026,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-11-2026,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-12-2026,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-01-2027,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-02-2027,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-03-2027,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-04-2027,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-05-2027,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-06-2027,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-07-2027,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-08-2027,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-09-2027,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-10-2027,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-11-2027,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-12-2027,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-01-2028,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-02-2028,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-03-2028,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-04-2028,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-05-2028,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-06-2028,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-07-2028,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-08-2028,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-09-2028,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-10-2028,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-11-2028,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-12-2028,Detailed Metrics,Annual Plan Subscriber Lifetime (Months),34.28571429
01-01-2024,Detailed Metrics,Blended Subscriber Lifetime (Months),17.14285714
01-02-2024,Detailed Metrics,Blended Subscriber Lifetime (Months),17.56137749
01-03-2024,Detailed Metrics,Blended Subscriber Lifetime (Months),17.9047619
01-04-2024,Detailed Metrics,Blended Subscriber Lifetime (Months),18.22592502
01-05-2024,Detailed Metrics,Blended Subscriber Lifetime (Months),18.52484472
01-06-2024,Detailed Metrics,Blended Subscriber Lifetime (Months),18.7943602
01-07-2024,Detailed Metrics,Blended Subscriber Lifetime (Months),19.01981885
01-08-2024,Detailed Metrics,Blended Subscriber Lifetime (Months),19.2268636
01-09-2024,Detailed Metrics,Blended Subscriber Lifetime (Months),19.40050125
01-10-2024,Detailed Metrics,Blended Subscriber Lifetime (Months),19.55782313
01-11-2024,Detailed Metrics,Blended Subscriber Lifetime (Months),19.69395165
01-12-2024,Detailed Metrics,Blended Subscriber Lifetime (Months),19.81349399
01-01-2025,Detailed Metrics,Blended Subscriber Lifetime (Months),19.78239614
01-02-2025,Detailed Metrics,Blended Subscriber Lifetime (Months),19.7453547
01-03-2025,Detailed Metrics,Blended Subscriber Lifetime (Months),19.70515049
01-04-2025,Detailed Metrics,Blended Subscriber Lifetime (Months),19.65964293
01-05-2025,Detailed Metrics,Blended Subscriber Lifetime (Months),19.60723078
01-06-2025,Detailed Metrics,Blended Subscriber Lifetime (Months),19.54366681
01-07-2025,Detailed Metrics,Blended Subscriber Lifetime (Months),19.47019868
01-08-2025,Detailed Metrics,Blended Subscriber Lifetime (Months),19.38824232
01-09-2025,Detailed Metrics,Blended Subscriber Lifetime (Months),19.30187283
01-10-2025,Detailed Metrics,Blended Subscriber Lifetime (Months),19.20717932
01-11-2025,Detailed Metrics,Blended Subscriber Lifetime (Months),19.10372756
01-12-2025,Detailed Metrics,Blended Subscriber Lifetime (Months),18.99598214
01-01-2026,Detailed Metrics,Blended Subscriber Lifetime (Months),18.88255603
01-02-2026,Detailed Metrics,Blended Subscriber Lifetime (Months),18.76378782
01-03-2026,Detailed Metrics,Blended Subscriber Lifetime (Months),18.64110384
01-04-2026,Detailed Metrics,Blended Subscriber Lifetime (Months),18.51293803
01-05-2026,Detailed Metrics,Blended Subscriber Lifetime (Months),18.38223731
01-06-2026,Detailed Metrics,Blended Subscriber Lifetime (Months),18.24851905
01-07-2026,Detailed Metrics,Blended Subscriber Lifetime (Months),18.11151398
01-08-2026,Detailed Metrics,Blended Subscriber Lifetime (Months),17.97052946
01-09-2026,Detailed Metrics,Blended Subscriber Lifetime (Months),17.82667168
01-10-2026,Detailed Metrics,Blended Subscriber Lifetime (Months),17.68221035
01-11-2026,Detailed Metrics,Blended Subscriber Lifetime (Months),17.5361303
01-12-2026,Detailed Metrics,Blended Subscriber Lifetime (Months),17.38778646
01-01-2027,Detailed Metrics,Blended Subscriber Lifetime (Months),17.23740007
01-02-2027,Detailed Metrics,Blended Subscriber Lifetime (Months),17.08533963
01-03-2027,Detailed Metrics,Blended Subscriber Lifetime (Months),16.93228795
01-04-2027,Detailed Metrics,Blended Subscriber Lifetime (Months),16.77841773
01-05-2027,Detailed Metrics,Blended Subscriber Lifetime (Months),16.62400578
01-06-2027,Detailed Metrics,Blended Subscriber Lifetime (Months),16.46938953
01-07-2027,Detailed Metrics,Blended Subscriber Lifetime (Months),16.31426318
01-08-2027,Detailed Metrics,Blended Subscriber Lifetime (Months),16.15900744
01-09-2027,Detailed Metrics,Blended Subscriber Lifetime (Months),16.00400523
01-10-2027,Detailed Metrics,Blended Subscriber Lifetime (Months),15.84942293
01-11-2027,Detailed Metrics,Blended Subscriber Lifetime (Months),15.69531872
01-12-2027,Detailed Metrics,Blended Subscriber Lifetime (Months),15.54190234
01-01-2028,Detailed Metrics,Blended Subscriber Lifetime (Months),15.38883301
01-02-2028,Detailed Metrics,Blended Subscriber Lifetime (Months),15.23624864
01-03-2028,Detailed Metrics,Blended Subscriber Lifetime (Months),15.08429688
01-04-2028,Detailed Metrics,Blended Subscriber Lifetime (Months),14.93348967
01-05-2028,Detailed Metrics,Blended Subscriber Lifetime (Months),14.78360404
01-06-2028,Detailed Metrics,Blended Subscriber Lifetime (Months),14.63464475
01-07-2028,Detailed Metrics,Blended Subscriber Lifetime (Months),14.48667145
01-08-2028,Detailed Metrics,Blended Subscriber Lifetime (Months),14.33980641
01-09-2028,Detailed Metrics,Blended Subscriber Lifetime (Months),14.19406393
01-10-2028,Detailed Metrics,Blended Subscriber Lifetime (Months),14.04948186
01-11-2028,Detailed Metrics,Blended Subscriber Lifetime (Months),13.90629801
01-12-2028,Detailed Metrics,Blended Subscriber Lifetime (Months),13.76457465
01-01-2024,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-02-2024,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-03-2024,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-04-2024,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-05-2024,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-06-2024,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-07-2024,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-08-2024,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-09-2024,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-10-2024,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-11-2024,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-12-2024,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-01-2025,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-02-2025,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-03-2025,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-04-2025,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-05-2025,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-06-2025,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-07-2025,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-08-2025,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-09-2025,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-10-2025,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-11-2025,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-12-2025,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-01-2026,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-02-2026,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-03-2026,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-04-2026,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-05-2026,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-06-2026,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-07-2026,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-08-2026,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-09-2026,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-10-2026,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-11-2026,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-12-2026,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-01-2027,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-02-2027,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-03-2027,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-04-2027,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-05-2027,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-06-2027,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-07-2027,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-08-2027,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-09-2027,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-10-2027,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-11-2027,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-12-2027,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-01-2028,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-02-2028,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-03-2028,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-04-2028,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-05-2028,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-06-2028,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-07-2028,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-08-2028,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-09-2028,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-10-2028,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-11-2028,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-12-2028,Detailed Metrics,Monthly Plan Subscriber LTV,200
01-01-2024,Detailed Metrics,Annual Plan Subscriber LTV,942.8571429
01-02-2024,Detailed Metrics,Annual Plan Subscriber LTV,942.8571429
01-03-2024,Detailed Metrics,Annual Plan Subscriber LTV,942.8571429
01-04-2024,Detailed Metrics,Annual Plan Subscriber LTV,942.8571429
01-05-2024,Detailed Metrics,Annual Plan Subscriber LTV,942.8571429
01-06-2024,Detailed Metrics,Annual Plan Subscriber LTV,942.8571429
01-07-2024,Detailed Metrics,Annual Plan Subscriber LTV,942.8571429
01-08-2024,Detailed Metrics,Annual Plan Subscriber LTV,942.8571429
01-09-2024,Detailed Metrics,Annual Plan Subscriber LTV,942.8571429
01-10-2024,Detailed Metrics,Annual Plan Subscriber LTV,942.8571429
01-11-2024,Detailed Metrics,Annual Plan Subscriber LTV,942.8571429
01-12-2024,Detailed Metrics,Annual Plan Subscriber LTV,942.8571429
01-01-2025,Detailed Metrics,Annual Plan Subscriber LTV,942.8571429
01-02-2025,Detailed Metrics,Annual Plan Subscriber LTV,942.8571429
01-03-2025,Detailed Metrics,Annual Plan Subscriber LTV,942.8571429
01-04-2025,Detailed Metrics,Annual Plan Subscriber LTV,942.8571429
01-05-2025,Detailed Metrics,Annual Plan Subscriber LTV,942.8571429
01-06-2025,Detailed Metrics,Annual Plan Subscriber LTV,942.8571429
01-07-2025,Detailed Metrics,Annual Plan Subscriber LTV,942.8571429
01-08-2025,Detailed Metrics,Annual Plan Subscriber LTV,942.8571429
01-09-2025,Detailed Metrics,Annual Plan Subscriber LTV,942.8571429
01-10-2025,Detailed Metrics,Annual Plan Subscriber LTV,942.8571429
01-11-2025,Detailed Metrics,Annual Plan Subscriber LTV,942.8571429
01-12-2025,Detailed Metrics,Annual Plan Subscriber LTV,942.8571429
01-01-2026,Detailed Metrics,Annual Plan Subscriber LTV,931.8830539
01-02-2026,Detailed Metrics,Annual Plan Subscriber LTV,921.9987188
01-03-2026,Detailed Metrics,Annual Plan Subscriber LTV,912.8630705
01-04-2026,Detailed Metrics,Annual Plan Subscriber LTV,904.4569672
01-05-2026,Detailed Metrics,Annual Plan Subscriber LTV,896.7549422
01-06-2026,Detailed Metrics,Annual Plan Subscriber LTV,889.7384306
01-07-2026,Detailed Metrics,Annual Plan Subscriber LTV,883.3751385
01-08-2026,Detailed Metrics,Annual Plan Subscriber LTV,877.4504495
01-09-2026,Detailed Metrics,Annual Plan Subscriber LTV,871.9768612
01-10-2026,Detailed Metrics,Annual Plan Subscriber LTV,866.8177888
01-11-2026,Detailed Metrics,Annual Plan Subscriber LTV,862.1473099
01-12-2026,Detailed Metrics,Annual Plan Subscriber LTV,857.8093757
01-01-2027,Detailed Metrics,Annual Plan Subscriber LTV,853.6930911
01-02-2027,Detailed Metrics,Annual Plan Subscriber LTV,849.9562861
01-03-2027,Detailed Metrics,Annual Plan Subscriber LTV,846.4981526
01-04-2027,Detailed Metrics,Annual Plan Subscriber LTV,843.2299718
01-05-2027,Detailed Metrics,Annual Plan Subscriber LTV,840.1964797
01-06-2027,Detailed Metrics,Annual Plan Subscriber LTV,837.4202879
01-07-2027,Detailed Metrics,Annual Plan Subscriber LTV,834.8340623
01-08-2027,Detailed Metrics,Annual Plan Subscriber LTV,832.4690893
01-09-2027,Detailed Metrics,Annual Plan Subscriber LTV,830.2761373
01-10-2027,Detailed Metrics,Annual Plan Subscriber LTV,828.2162945
01-11-2027,Detailed Metrics,Annual Plan Subscriber LTV,826.2666247
01-12-2027,Detailed Metrics,Annual Plan Subscriber LTV,824.4663878
01-01-2028,Detailed Metrics,Annual Plan Subscriber LTV,822.8368749
01-02-2028,Detailed Metrics,Annual Plan Subscriber LTV,821.3051665
01-03-2028,Detailed Metrics,Annual Plan Subscriber LTV,819.8556942
01-04-2028,Detailed Metrics,Annual Plan Subscriber LTV,818.5361713
01-05-2028,Detailed Metrics,Annual Plan Subscriber LTV,817.2902833
01-06-2028,Detailed Metrics,Annual Plan Subscriber LTV,816.1173327
